Sr. No.,Page,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste/Category,Cut‑off Rank,Cut‑off Percentile
15837,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,48599,83.4009466
15838,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,51349,82.1878954
15839,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,55981,80.5896708
15840,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,46153,84.2156613
15841,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT1O,76105,72.6095528
15842,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,51486,82.1766955
15843,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,50804,82.4751693
15844,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,54332,81.2084441
15845,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,50328,82.7086811
15846,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,State Level,I,TFWS,45740,84.3179513
15847,1327,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679424610,Information Technology,Un-Aided,State Level,I,EWS,91292,65.8812284
15848,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,59309,79.3458895
15849,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,106383,58.1588042
15850,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GVJH,62508,77.8466015
15851,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,62329,78.1496564
15852,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,68639,75.6212581
15853,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,58811,79.5235744
15854,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,58603,79.5290328
15855,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSTH,59039,79.4895283
15856,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,62588,77.8466015
15857,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,61699,78.2152555
15858,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,56238,80.5358903
15859,1328,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437210,Electronics and Telecommunication Engg,Un-Aided,State Level,I,EWS,129033,45.5219220
15860,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,71331,74.5088207
15861,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,90912,65.9366282
15862,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,83457,69.6279360
15863,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,60069,79.0646435
15864,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,75909,72.7750912
15865,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,79120,71.4038201
15866,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,88340,67.5033807
15867,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,80317,70.8722936
15868,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,State Level,I,TFWS,73270,73.7956676
15869,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679437810,Electronics Engineering ( VLSI Design and Technology),Un-Aided,State Level,I,EWS,140151,38.4109612
15870,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,101206,60.6237408
15871,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,142480,36.2134011
15872,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,116438,52.9935209
15873,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,138321,39.0541888
15874,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,109827,57.0470967
15875,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,104654,59.9791975
15876,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,96689,63.2340107
15877,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,85931,68.2901694
15878,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSEBCO,98300,62.8351694
15879,1329,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679461210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,98211,62.8351694
15880,1330,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679492810,Electronics and Communication(Advanced Communication Technology),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,65276,76.7997668
15881,1330,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679492810,Electronics and Communication(Advanced Communication Technology),Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,79755,71.1376941
15882,1330,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679492810,Electronics and Communication(Advanced Communication Technology),Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,I,GVJH,125630,47.6302148
15883,1330,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679492810,Electronics and Communication(Advanced Communication Technology),Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,75991,72.7750912
15884,1330,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679492810,Electronics and Communication(Advanced Communication Technology),Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,91143,65.8812284
15885,1330,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679492810,Electronics and Communication(Advanced Communication Technology),Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT2O,87745,67.6158803
15886,1330,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679492810,Electronics and Communication(Advanced Communication Technology),Un-Aided,State Level,I,EWS,161980,20.7289199
15887,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,45091,84.5242070
15888,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,48423,83.4700421
15889,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,33137,88.7742666
15890,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,49049,83.0327460
15891,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,55840,80.5929134
15892,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,36922,87.4749583
15893,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSCO,86668,68.0717863
15894,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,60230,78.9969285
15895,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,State Level,I,TFWS,35624,88.0156813
15896,1331,06794,"Anantrao Pawar College of Engineering & Research, Pune",0679499510,Artificial Intelligence and Data Science,Un-Aided,State Level,I,EWS,92156,65.5460439
15897,1332,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679519110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,117013,52.8148790
15898,1332,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679519110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,II,LOBCH,147791,32.1785112
15899,1332,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679519110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSCH,117900,52.0861037
15900,1332,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679519110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,119960,50.9307179
15901,1332,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679519110,Civil Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSCO,151817,28.8690743
15902,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,103912,60.1291862
15903,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GNT1H,119920,50.9307179
15904,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,113645,54.3568289
15905,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,116403,53.5178490
15906,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,86218,68.1767082
15907,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,105214,59.8892661
15908,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSEBCH,107372,57.8688386
15909,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDSCH,136396,40.7306838
15910,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,111299,55.8763225
15911,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,I,GNT1H,103636,60.1504384
15912,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,72127,74.2767378
15913,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,108818,57.2163252
15914,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,74884,73.1237323
15915,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,LSTO,70219,75.0114283
15916,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,State Level,I,DEFOPENS,139448,38.7773761
15917,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,State Level,I,TFWS,79384,71.3531440
15918,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,State Level,I,EWS,142359,36.6283954
15919,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,State Level,I-NON DEFENCE,DEFSCS,91493,65.7227350
15920,1333,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679524510,Computer Engineering,Un-Aided,State Level,I-NON DEFENCE,DEFOBCS,115036,53.8203081
15921,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679529310,Electrical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,93977,64.9513096
15922,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679529310,Electrical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,114125,54.1800379
15923,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679529310,Electrical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GNT3H,124044,48.6637821
15924,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679529310,Electrical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSTH,120939,50.6340761
15925,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679529310,Electrical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,137343,40.1066152
15926,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679529310,Electrical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,163414,19.1157452
15927,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679529310,Electrical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,136349,40.7306838
15928,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679561210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,119871,51.1396363
15929,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679561210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,148333,31.6884901
15930,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679561210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,LVJO,135471,41.0394031
15931,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679561210,Mechanical Engineering,Un-Aided,State Level,I,EWS,165731,16.6009499
15932,1334,06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",0679561210,Mechanical Engineering,Un-Aided,State Level,I-NON DEFENCE,DEFOPENS,114649,54.0550229
15933,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,95160,63.7045846
15934,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,108475,57.2537563
15935,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,96914,63.0759599
15936,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,172203,9.6243746
15937,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,101668,60.5967420
15938,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,122615,49.6193645
15939,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,118277,52.0276576
15940,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,I,LVJH,102615,60.2951569
15941,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,52328,81.8420405
15942,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,75326,73.1122470
15943,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,61738,78.2152555
15944,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,LSTO,80461,70.6178643
15945,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,State Level,I,EWS,171398,10.8656299
15946,1335,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679619110,Civil Engineering,Un-Aided,State Level,I-NON DEFENCE,DEFOPENS,78719,71.5965758
15947,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,22534,92.5256639
15948,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,58927,79.4895283
15949,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GVJH,50787,82.5540242
15950,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GNT1H,28082,90.5263600
15951,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GNT2H,30038,89.8898358
15952,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,26373,91.2367752
15953,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,28880,90.3308397
15954,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,20714,93.0771189
15955,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSCH,59470,79.3458895
15956,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,24505,91.8183008
15957,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDSCH,55869,80.5929134
15958,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSTH,22799,92.4262209
15959,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,I,GSTH,168764,13.6477530
15960,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,I,PWDOPENH,140454,38.0295157
15961,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,17961,94.0591659
15962,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GVJO,34065,88.5172385
15963,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GNT1O,29151,90.2675844
15964,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,18672,93.8339490
15965,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,18887,93.7208186
15966,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSEBCO,21103,92.9711565
15967,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,State Level,I,DEFOPENS,29059,90.2921536
15968,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,State Level,I,TFWS,19938,93.3592031
15969,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,State Level,I,EWS,37601,87.1564824
15970,1336,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679624510,Computer Engineering,Un-Aided,State Level,VII,ORPHAN,18261,93.9575282
